Protein Group,Protein ID,Accession,Significance,-10lgP,Si5B-Heavy-Hypoxia : Heavy_Area,Si5B-Heavy-Hypoxia : Light_Area,SiCTL-Heavy-Hypoxia : Heavy_Area,SiCTL-Heavy-Hypoxia : Light_Area,SiCTL-Heavy-Normoxia : Heavy_Area,SiCTL-Heavy-Normoxia : Light_Area,Ratio Si5B-Heavy-Hypoxia : Heavy,Ratio Si5B-Heavy-Hypoxia : Light,Ratio SiCTL-Heavy-Hypoxia : Heavy,Ratio SiCTL-Heavy-Hypoxia : Light,Ratio SiCTL-Heavy-Normoxia : Heavy,Ratio SiCTL-Heavy-Normoxia : Light,Group 1(Si5B-Heavy-Hypoxia : Heavy; Si5B-Heavy-Hypoxia : Light)_Area,Group 3(SiCTL-Heavy-Hypoxia : Heavy; SiCTL-Heavy-Hypoxia : Light)_Area,Group 5(SiCTL-Heavy-Normoxia : Heavy; SiCTL-Heavy-Normoxia : Light)_Area,Ratio Group 1(Si5B-Heavy-Hypoxia : Heavy; Si5B-Heavy-Hypoxia : Light),Ratio Group 3(SiCTL-Heavy-Hypoxia : Heavy; SiCTL-Heavy-Hypoxia : Light),Ratio Group 5(SiCTL-Heavy-Normoxia : Heavy; SiCTL-Heavy-Normoxia : Light),Max Ratio,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description,pSILAC H/N ratio,pSILAC Si5B/CTL Hyp ratio,Total H/N ratio,Total Si5B/CTL Hyp ratio,Accession,Gene Name,Species
937,11600,sp|P33992|MCM5_HUMAN,2.65,127.9,1.71E+07,3.02E+07,5.15E+06,1.60E+07,2.45E+07,3.10E+07,1,1.77,0.3,0.94,1.44,1.82,2.36E+07,1.06E+07,2.78E+07,1,0.45,1.18,2.63,20,12,12,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,82286,DNA replication licensing factor MCM5 OS=Homo sapiens GN=MCM5 PE=1 SV=5,0.21,3.31,0.38,2.23,P33992,MCM5,HUMAN
803,11498,sp|Q14566|MCM6_HUMAN,2.17,147.88,1.68E+07,1.93E+07,6.54E+06,1.39E+07,2.60E+07,2.18E+07,1,1.15,0.39,0.82,1.54,1.3,1.81E+07,1.02E+07,2.39E+07,1,0.56,1.32,2.34,17,15,15,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,92889,DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1,0.25,2.57,0.43,1.77,Q14566,MCM6,HUMAN
500,11181,sp|P33993|MCM7_HUMAN,1.78,157.52,4.46E+07,5.87E+07,1.42E+07,4.42E+07,5.69E+07,4.41E+07,1,1.32,0.32,0.99,1.28,0.99,5.16E+07,2.92E+07,5.05E+07,1,0.57,0.98,1.77,36,18,18,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,81308,DNA replication licensing factor MCM7 OS=Homo sapiens GN=MCM7 PE=1 SV=4,0.25,3.13,0.58,1.77,P33993,MCM7,HUMAN
2151,12896,sp|P29372|3MG_HUMAN,4.85,49.29,1.90E+06,4.69E+05,2.06E+05,7.42E+04,2.96E+06,1.26E+06,1,0.25,0.11,0.04,1.56,0.66,1.18E+06,1.40E+05,2.11E+06,1,0.12,1.78,15.07,17,3,3,Carbamidomethylation; 13C(6) 15N(4) Silac label,32869,DNA-3-methyladenine glycosylase OS=Homo sapiens GN=MPG PE=1 SV=3,0.07,9.24,0.07,8.46,P29372,3MG,HUMAN
538,11235,sp|P78527|PRKDC_HUMAN,3.7,180.94,2.56E+07,6.74E+07,3.25E+06,2.61E+07,5.45E+07,3.69E+07,1,2.63,0.13,1.02,2.13,1.44,4.65E+07,1.47E+07,4.57E+07,1,0.32,0.98,3.16,11,38,38,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,469093,DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3,0.06,7.88,0.32,3.17,P78527,PRKDC,HUMAN
1778,12636,sp|O15446|RPA34_HUMAN,2.18,100.55,1.34E+07,6.22E+06,2.48E+05,6.18E+06,1.60E+06,4.76E+06,1,0.47,0.02,0.46,0.12,0.36,9.79E+06,3.22E+06,3.18E+06,1,0.33,0.32,3.08,14,3,3,Carbamidomethylation; 13C(6) 15N(4) Silac label,54986,DNA-directed RNA polymerase I subunit RPA34 OS=Homo sapiens GN=CD3EAP PE=1 SV=1,0.16,53.81,1.01,3.05,O15446,RPA34,HUMAN
1919,12160,sp|P24928|RPB1_HUMAN,3.11,101.72,5.45E+06,1.08E+06,1.17E+06,3.51E+05,5.80E+06,1.15E+06,1,0.2,0.21,0.06,1.06,0.21,3.26E+06,7.60E+05,3.47E+06,1,0.23,1.06,4.57,5,6,6,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,217174,DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens GN=POLR2A PE=1 SV=2,0.20,4.67,0.22,4.29,P24928,RPB1,HUMAN
1148,11920,sp|P30876|RPB2_HUMAN,2.22,112.87,2.39E+06,2.94E+06,7.18E+05,1.13E+06,3.11E+06,2.53E+06,1,1.23,0.3,0.47,1.3,1.06,2.67E+06,9.25E+05,2.82E+06,1,0.35,1.06,3.04,10,10,10,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,133896,DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens GN=POLR2B PE=1 SV=1,0.23,3.33,0.33,2.88,P30876,RPB2,HUMAN
1516,20904,sp|P19387|RPB3_HUMAN,4.44,54.12,7.34E+06,8.99E+06,1.03E+06,2.52E+06,4.33E+06,2.79E+06,1,1.22,0.14,0.34,0.59,0.38,8.17E+06,1.78E+06,3.56E+06,1,0.22,0.44,4.6,12,3,3,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,31441,DNA-directed RNA polymerase II subunit RPB3 OS=Homo sapiens GN=POLR2C PE=1 SV=2,0.24,7.12,0.50,4.60,P19387,RPB3,HUMAN
2025,13519,sp|Q99543|DNJC2_HUMAN,0.33,60.51,7.14E+05,3.33E+06,1.90E+05,3.27E+06,9.29E+05,3.03E+06,1,4.66,0.27,4.57,1.3,4.24,2.02E+06,1.73E+06,1.98E+06,1,0.86,0.98,1.17,6,3,3,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,71996,DnaJ homolog subfamily C member 2 OS=Homo sapiens GN=DNAJC2 PE=1 SV=4,0.20,3.76,0.87,1.17,Q99543,DNJC2,HUMAN
1268,12003,sp|Q99615|DNJC7_HUMAN,2.02,112.95,5.96E+06,6.90E+06,2.60E+06,3.03E+06,7.36E+06,6.48E+06,1,1.16,0.44,0.51,1.23,1.09,6.43E+06,2.82E+06,6.92E+06,1,0.44,1.08,2.46,22,9,9,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,56441,DnaJ homolog subfamily C member 7 OS=Homo sapiens GN=DNAJC7 PE=1 SV=2,0.35,2.29,0.41,2.28,Q99615,DNJC7,HUMAN
2030,13156,sp|O75937|DNJC8_HUMAN,1.46,43.8,1.16E+06,2.03E+06,4.77E+05,1.04E+06,2.57E+06,2.75E+06,1,1.74,0.41,0.9,2.21,2.36,1.60E+06,7.60E+05,2.66E+06,1,0.48,1.67,3.5,8,2,2,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,29842,DnaJ homolog subfamily C member 8 OS=Homo sapiens GN=DNAJC8 PE=1 SV=2,0.19,2.44,0.29,2.10,O75937,DNJC8,HUMAN
1331,12352,sp|Q99704|DOK1_HUMAN,1.83,114.99,3.90E+06,7.46E+06,8.89E+05,5.25E+06,6.64E+06,7.47E+06,1,1.91,0.23,1.35,1.7,1.92,5.68E+06,3.07E+06,7.05E+06,1,0.54,1.24,2.3,20,5,5,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,52392,Docking protein 1 OS=Homo sapiens GN=DOK1 PE=1 SV=1,0.13,4.38,0.43,1.85,Q99704,DOK1,HUMAN
1680,12529,sp|O60216|RAD21_HUMAN,5.41,97.99,6.31E+06,1.00E+07,2.42E+06,2.03E+05,1.28E+07,4.00E+06,1,1.58,0.38,0.03,2.03,0.63,8.16E+06,1.31E+06,8.41E+06,1,0.16,1.03,6.4,14,7,7,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,71690,Double-strand-break repair protein rad21 homolog OS=Homo sapiens GN=RAD21 PE=1 SV=2,0.19,2.61,0.16,6.21,O60216,RAD21,HUMAN
915,11815,sp|O95793|STAU1_HUMAN,2.82,133.67,1.06E+07,1.07E+07,4.33E+06,5.18E+06,1.66E+07,1.18E+07,1,1.01,0.41,0.49,1.57,1.12,1.06E+07,4.75E+06,1.42E+07,1,0.45,1.34,2.99,20,12,12,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,63182,Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens GN=STAU1 PE=1 SV=2,0.26,2.44,0.33,2.23,O95793,STAU1,HUMAN
909,11364,sp|Q9UJW0|DCTN4_HUMAN,0.06,157.85,1.58E+07,3.13E+07,5.71E+06,4.07E+07,1.49E+07,3.11E+07,1,1.98,0.36,2.57,0.94,1.96,2.36E+07,2.32E+07,2.30E+07,1,0.98,0.97,1.03,35,15,15,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(4) Silac label,52337,Dynactin subunit 4 OS=Homo sapiens GN=DCTN4 PE=1 SV=1,0.38,2.77,1.01,1.02,Q9UJW0,DCTN4,HUMAN
2077,12747,sp|Q9BTE1|DCTN5_HUMAN,5.45,72.33,2.02E+06,1.91E+06,4.71E+05,1.20E+06,1.46E+04,0,1,0.94,0.23,0.59,0.01,0,1.96E+06,8.35E+05,7.31E+03,1,0.43,0,256,17,3,3,Carbamidomethylation,20127,Dynactin subunit 5 OS=Homo sapiens GN=DCTN5 PE=1 SV=1,32.21,4.29,114.15,2.35,Q9BTE1,DCTN5,HUMAN
1606,13275,sp|O00399|DCTN6_HUMAN,0.27,64.2,4.63E+06,9.70E+06,2.00E+06,1.47E+07,5.32E+06,7.74E+06,1,2.1,0.43,3.17,1.15,1.67,7.16E+06,8.33E+06,6.53E+06,1,1.16,0.91,1.28,15,2,2,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,20747,Dynactin subunit 6 OS=Homo sapiens GN=DCTN6 PE=1 SV=1,0.38,2.31,1.28,0.86,O00399,DCTN6,HUMAN
721,11401,sp|O00429|DNM1L_HUMAN,0.78,165.74,8.53E+06,2.99E+07,3.68E+06,3.10E+07,1.40E+07,3.42E+07,1,3.51,0.43,3.63,1.64,4.01,1.92E+07,1.73E+07,2.41E+07,1,0.9,1.25,1.39,27,19,19,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,81877,Dynamin-1-like protein OS=Homo sapiens GN=DNM1L PE=1 SV=2,0.26,2.32,0.72,1.11,O00429,DNM1L,HUMAN
1388,12615,sp|Q9Y4J8|DTNA_HUMAN,3.2,61.77,1.36E+06,2.93E+06,2.83E+05,4.49E+05,5.11E+05,1.28E+06,1,2.16,0.21,0.33,0.38,0.95,2.14E+06,3.66E+05,8.97E+05,1,0.17,0.42,5.84,8,3,3,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,83901,Dystrobrevin alpha OS=Homo sapiens GN=DTNA PE=1 SV=2,0.55,4.78,0.41,5.84,Q9Y4J8,DTNA,HUMAN
1480,13095,sp|Q5VTR2|BRE1A_HUMAN,3.85,81.67,2.10E+06,3.46E+06,9.48E+05,1.22E+06,5.90E+06,4.45E+06,1,1.64,0.45,0.58,2.81,2.12,2.78E+06,1.09E+06,5.18E+06,1,0.39,1.86,4.77,6,4,4,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,113662,E3 ubiquitin-protein ligase BRE1A OS=Homo sapiens GN=RNF20 PE=1 SV=2,0.16,2.22,0.21,2.56,Q5VTR2,BRE1A,HUMAN
1325,12732,sp|O75150|BRE1B_HUMAN,2.24,76.3,2.25E+06,3.83E+06,1.08E+06,2.37E+06,5.22E+06,4.45E+06,1,1.71,0.48,1.05,2.32,1.98,3.04E+06,1.72E+06,4.84E+06,1,0.57,1.59,2.81,10,6,6,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,113650,E3 ubiquitin-protein ligase BRE1B OS=Homo sapiens GN=RNF40 PE=1 SV=4,0.21,2.09,0.36,1.77,O75150,BRE1B,HUMAN
677,11115,sp|Q7Z6Z7|HUWE1_HUMAN,1.78,201.54,1.11E+07,3.02E+07,4.62E+06,1.93E+07,4.41E+07,8.35E+06,1,2.72,0.42,1.74,3.97,0.75,2.07E+07,1.20E+07,2.62E+07,1,0.58,1.27,2.19,9,26,26,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,481896,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3,0.10,2.40,0.46,1.72,Q7Z6Z7,HUWE1,HUMAN
2192,12466,sp|O43164|PJA2_HUMAN,2.07,87.57,2.76E+06,2.88E+04,9.81E+05,0,2.27E+06,5.48E+05,1,0.01,0.36,0,0.82,0.2,1.40E+06,4.91E+05,1.41E+06,1,0.35,1.01,2.88,9,4,4,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,78214,E3 ubiquitin-protein ligase Praja-2 OS=Homo sapiens GN=PJA2 PE=1 SV=4,0.43,2.82,0.35,2.84,O43164,PJA2,HUMAN
2409,12963,sp|Q63HN8|RN213_HUMAN,2.89,60.12,1.87E+05,4.35E+05,3.96E+04,2.91E+04,3.07E+05,0,1,2.33,0.21,0.16,1.65,0,3.11E+05,3.44E+04,1.54E+05,1,0.11,0.49,9.04,1,3,3,Carbamidomethylation; 13C(6) 15N(2) Silac label,591415,E3 ubiquitin-protein ligase RNF213 OS=Homo sapiens GN=RNF213 PE=1 SV=3,0.13,4.71,0.22,9.04,Q63HN8,RN213,HUMAN
1641,11655,sp|Q9BRZ2|TRI56_HUMAN,6.08,116.3,4.40E+06,2.09E+07,1.99E+06,2.85E+06,1.80E+06,1.77E+06,1,4.75,0.45,0.65,0.41,0.4,1.26E+07,2.42E+06,1.79E+06,1,0.19,0.14,7.08,17,10,10,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(4) Silac label,81488,E3 ubiquitin-protein ligase TRIM56 OS=Homo sapiens GN=TRIM56 PE=1 SV=3,1.10,2.22,1.35,5.23,Q9BRZ2,TRI56,HUMAN
1049,11342,sp|Q5T4S7|UBR4_HUMAN,3.89,153.86,4.04E+06,1.61E+07,1.59E+06,1.09E+07,1.72E+06,3.72E+06,1,3.99,0.39,2.68,0.43,0.92,1.01E+07,6.22E+06,2.72E+06,1,0.62,0.27,3.71,5,14,14,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,573849,E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens GN=UBR4 PE=1 SV=1,0.92,2.54,2.29,1.62,Q5T4S7,UBR4,HUMAN
2329,21040,sp|Q96T88|UHRF1_HUMAN,2.58,41.01,6.51E+06,8.71E+04,6.42E+05,0,7.96E+05,1.18E+05,1,0.01,0.1,0,0.12,0.02,3.30E+06,3.21E+05,4.57E+05,1,0.1,0.14,10.28,4,2,2,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,89814,E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1,0.81,10.14,0.70,10.28,Q96T88,UHRF1,HUMAN
1926,20954,sp|Q96JP5|ZFP91_HUMAN,1.3,59.94,5.18E+05,1.33E+06,1.05E+05,3.68E+06,1.94E+06,1.72E+06,1,2.56,0.2,7.11,3.75,3.32,9.22E+05,1.89E+06,1.83E+06,1,2.06,1.99,2.06,10,3,3,Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,63445,E3 ubiquitin-protein ligase ZFP91 OS=Homo sapiens GN=ZFP91 PE=1 SV=1,0.05,4.94,1.03,0.49,Q96JP5,ZFP91,HUMAN
2445,13219,sp|O94874|UFL1_HUMAN,4.94,57.57,1.07E+05,8.64E+05,3.12E+04,1.19E+04,7.54E+05,1.40E+06,1,8.05,0.29,0.11,7.02,13.02,4.86E+05,2.16E+04,1.08E+06,1,0.04,2.22,49.94,4,3,3,13C(6) 15N(4) Silac label,89595,E3 UFM1-protein ligase 1 OS=Homo sapiens GN=UFL1 PE=1 SV=2,0.04,3.44,0.02,22.54,O94874,UFL1,HUMAN
830,11436,sp|Q9NZN4|EHD2_HUMAN,8.75,140.24,6.14E+08,1.44E+07,9.48E+07,1.37E+07,7.75E+06,1.67E+06,1,0.02,0.15,0.02,0.01,0,3.14E+08,5.42E+07,4.71E+06,1,0.17,0.02,66.64,37,13,13,Carbamidomethylation; Oxidation (M); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,61162,EH domain-containing protein 2 OS=Homo sapiens GN=EHD2 PE=1 SV=2,12.22,6.47,11.51,5.79,Q9NZN4,EHD2,HUMAN
1462,11830,sp|Q9H223|EHD4_HUMAN,2.15,116.02,8.12E+06,1.59E+07,3.58E+06,9.92E+06,4.16E+06,6.11E+06,1,1.96,0.44,1.22,0.51,0.75,1.20E+07,6.75E+06,5.14E+06,1,0.56,0.43,2.33,12,6,5,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,61175,EH domain-containing protein 4 OS=Homo sapiens GN=EHD4 PE=1 SV=1,0.86,2.27,1.31,1.78,Q9H223,EHD4,HUMAN
723,11315,sp|Q92616|GCN1_HUMAN,3.34,166.22,1.02E+07,3.45E+07,2.96E+06,2.07E+07,5.04E+06,7.23E+06,1,3.39,0.29,2.04,0.5,0.71,2.23E+07,1.19E+07,6.14E+06,1,0.53,0.27,3.64,11,25,25,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,292756,eIF-2-alpha kinase activator GCN1 OS=Homo sapiens GN=GCN1 PE=1 SV=6,0.59,3.43,1.93,1.88,Q92616,GCN1,HUMAN
1687,12652,sp|Q15717|ELAV1_HUMAN,0.78,85.97,3.28E+06,6.01E+06,1.59E+06,5.37E+06,3.49E+06,6.75E+06,1,1.84,0.49,1.64,1.06,2.06,4.64E+06,3.48E+06,5.12E+06,1,0.75,1.1,1.47,25,6,6,Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,36092,ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1 PE=1 SV=2,0.46,2.06,0.68,1.33,Q15717,ELAV1,HUMAN
1347,11887,sp|Q9Y371|SHLB1_HUMAN,3.11,88.22,2.48E+07,1.21E+07,5.89E+06,9.78E+06,4.28E+06,6.15E+06,1,0.49,0.24,0.39,0.17,0.25,1.85E+07,7.84E+06,5.21E+06,1,0.42,0.28,3.55,22,9,9,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,40796,Endophilin-B1 OS=Homo sapiens GN=SH3GLB1 PE=1 SV=1,1.38,4.22,1.50,2.36,Q9Y371,SHLB1,HUMAN
1456,12059,sp|Q9NR46|SHLB2_HUMAN,2.54,94.02,1.27E+07,8.10E+06,9.44E+05,5.92E+06,2.07E+06,4.11E+06,1,0.64,0.07,0.47,0.16,0.32,1.04E+07,3.43E+06,3.09E+06,1,0.33,0.3,3.36,19,6,6,Carbamidomethylation; 13C(6) 15N(4) Silac label,43974,Endophilin-B2 OS=Homo sapiens GN=SH3GLB2 PE=1 SV=1,0.45,13.43,1.11,3.03,Q9NR46,SHLB2,HUMAN
2098,12459,sp|Q9UPY3|DICER_HUMAN,1.42,82.9,7.94E+05,1.92E+06,1.05E+05,6.42E+05,5.22E+05,1.08E+06,1,2.42,0.13,0.81,0.66,1.35,1.36E+06,3.73E+05,7.99E+05,1,0.27,0.59,3.64,3,4,4,Carbamidomethylation,218680,Endoribonuclease Dicer OS=Homo sapiens GN=DICER1 PE=1 SV=3,0.20,7.59,0.47,3.64,Q9UPY3,DICER,HUMAN
1870,12573,sp|O60869|EDF1_HUMAN,5.93,74.23,2.26E+06,6.52E+05,8.71E+03,5.04E+03,2.72E+06,1.08E+06,1,0.29,0,0,1.2,0.48,1.46E+06,6.87E+03,1.90E+06,1,0,1.3,256,32,5,5,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,16369,Endothelial differentiation-related factor 1 OS=Homo sapiens GN=EDF1 PE=1 SV=1,0.00,259.50,0.00,211.82,O60869,EDF1,HUMAN
964,12005,sp|Q12929|EPS8_HUMAN,0.97,113.61,1.75E+06,5.03E+06,5.83E+05,4.87E+06,3.75E+06,5.10E+06,1,2.88,0.33,2.79,2.15,2.92,3.39E+06,2.73E+06,4.43E+06,1,0.8,1.31,1.62,10,4,4,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,91882,Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens GN=EPS8 PE=1 SV=1,0.16,3.00,0.62,1.24,Q12929,EPS8,HUMAN
1209,12099,sp|Q9UBC2|EP15R_HUMAN,1.79,110.99,3.13E+06,4.00E+06,3.61E+05,2.15E+06,1.44E+06,2.69E+06,1,1.28,0.12,0.69,0.46,0.86,3.56E+06,1.26E+06,2.07E+06,1,0.35,0.58,2.84,16,10,10,Carbamidomethylation; 13C(6) 15N(4) Silac label,94255,Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1,0.25,8.68,0.61,2.84,Q9UBC2,EP15R,HUMAN
1783,12861,sp|Q15006|EMC2_HUMAN,1.48,74.96,1.72E+06,3.84E+06,3.28E+05,2.58E+06,4.18E+06,5.72E+06,1,2.23,0.19,1.5,2.43,3.33,2.78E+06,1.46E+06,4.95E+06,1,0.52,1.78,3.4,8,2,2,13C(6) 15N(4) Silac label,34833,ER membrane protein complex subunit 2 OS=Homo sapiens GN=EMC2 PE=1 SV=1,0.08,5.25,0.29,1.91,Q15006,EMC2,HUMAN
2187,12879,sp|Q8WZ82|OVCA2_HUMAN,4.63,48.08,7.88E+05,2.65E+06,7.76E+04,3.61E+05,7.15E+05,1.24E+06,1,3.37,0.1,0.46,0.91,1.57,1.72E+06,2.19E+05,9.77E+05,1,0.13,0.57,7.85,19,3,3,Carbamidomethylation; 13C(6) 15N(4) Silac label,24418,Esterase OVCA2 OS=Homo sapiens GN=OVCA2 PE=1 SV=1,0.11,10.16,0.22,7.85,Q8WZ82,OVCA2,HUMAN
2288,13655,sp|P32519|ELF1_HUMAN,4.85,78.81,6.73E+05,0,9.41E+04,5.90E+03,4.38E+06,3.48E+05,1,0,0.14,0.01,6.51,0.52,3.37E+05,5.00E+04,2.37E+06,1,0.15,7.03,47.3,11,4,4,13C(6) 15N(4) Silac label,67498,ETS-related transcription factor Elf-1 OS=Homo sapiens GN=ELF1 PE=1 SV=2,0.02,7.15,0.02,6.73,P32519,ELF1,HUMAN
1017,11656,sp|P15170|ERF3A_HUMAN,2.24,130.15,9.19E+06,3.45E+07,1.97E+06,1.36E+07,5.35E+06,1.25E+07,1,3.76,0.21,1.48,0.58,1.36,2.19E+07,7.79E+06,8.93E+06,1,0.36,0.41,2.81,29,13,13,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,55756,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens GN=GSPT1 PE=1 SV=1,0.37,4.66,0.87,2.81,P15170,ERF3A,HUMAN
2155,13448,sp|O43324|MCA3_HUMAN,3.96,69.92,2.89E+05,3.56E+06,3.53E+03,1.69E+07,1.23E+06,2.90E+06,1,12.33,0.01,58.5,4.26,10.03,1.93E+06,8.45E+06,2.06E+06,1,4.39,1.07,4.39,34,4,4,Deamidation (NQ),19811,Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens GN=EEF1E1 PE=1 SV=1,0.00,81.91,4.09,0.23,O43324,MCA3,HUMAN
1768,12068,sp|P20042|IF2B_HUMAN,6.44,83.06,1.30E+06,7.19E+06,4.12E+05,4.92E+06,0,2.14E+05,1,5.53,0.32,3.79,0,0.16,4.25E+06,2.67E+06,1.07E+05,1,0.63,0.03,39.75,26,6,6,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,38388,Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens GN=EIF2S2 PE=1 SV=2,#DIV/0!,3.15,24.97,1.59,P20042,IF2B,HUMAN
585,11248,sp|P41091|IF2G_HUMAN,7.84,167.05,1.31E+07,5.89E+08,6.09E+06,4.07E+07,2.37E+07,4.55E+07,1,44.97,0.46,3.11,1.81,3.48,3.01E+08,2.34E+07,3.46E+07,1,0.08,0.11,12.87,49,23,23,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,51110,Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens GN=EIF2S3 PE=1 SV=3,0.26,2.15,0.68,12.87,P41091,IF2G,HUMAN
764,11477,sp|Q9BY44|EIF2A_HUMAN,2.61,141.87,5.99E+06,2.60E+07,2.84E+06,2.86E+07,2.04E+07,5.37E+07,1,4.34,0.47,4.77,3.41,8.96,1.60E+07,1.57E+07,3.71E+07,1,0.98,2.32,2.36,38,19,19,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,64990,Eukaryotic translation initiation factor 2A OS=Homo sapiens GN=EIF2A PE=1 SV=3,0.14,2.11,0.42,1.02,Q9BY44,EIF2A,HUMAN
685,11359,sp|P55884|EIF3B_HUMAN,2.57,154.75,5.30E+07,4.02E+07,7.96E+06,4.85E+07,9.69E+06,2.32E+07,1,0.76,0.15,0.91,0.18,0.44,4.66E+07,2.82E+07,1.65E+07,1,0.61,0.35,2.84,25,21,21,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,92482,Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens GN=EIF3B PE=1 SV=3,0.82,6.66,1.72,1.65,P55884,EIF3B,HUMAN
493,11325,sp|Q99613|EIF3C_HUMAN,1.67,151.77,1.48E+07,5.27E+07,6.75E+06,3.19E+07,1.21E+07,3.33E+07,1,3.57,0.46,2.16,0.82,2.26,3.38E+07,1.93E+07,2.27E+07,1,0.57,0.67,1.75,25,24,24,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,105344,Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1,0.56,2.19,0.85,1.75,Q99613,EIF3C,HUMAN
476,12082,sp|O75821|EIF3G_HUMAN,0.36,101.59,2.73E+07,1.21E+08,1.25E+07,1.36E+08,4.37E+07,1.25E+08,1,4.43,0.46,4.99,1.6,4.59,7.41E+07,7.44E+07,8.45E+07,1,1,1.14,1.14,40,7,7,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label,35611,Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens GN=EIF3G PE=1 SV=2,0.29,2.18,0.88,1.00,O75821,EIF3G,HUMAN
