"","ensembl_transcript_short","UTR_ID","alternative_UTR","ensembl_transcript_id","gene_id","V1","V4","V5","V7","hgnc_symbol","ensembl_gene_id"
"1160","ENST00000414986","utr_135187","","ENST00000414986.5","RRP12-202","chr10",97401232,97401370,"-","RRP12","ENSG00000052749"
"1161","ENST00000415034","utr_302527","","ENST00000415034.5","BAG6-013","GL000255.2",2907891,2907969,"-","BAG6","ENSG00000096155"
"1162","ENST00000415034","utr_302528","","ENST00000415034.5","BAG6-013","GL000255.2",2907575,2907587,"-","BAG6","ENSG00000096155"
"1163","ENST00000415170","utr_298751","","ENST00000415170.5","BAG6-004","GL000252.2",2900284,2900449,"-","BAG6","ENSG00000227761"
"1164","ENST00000415170","utr_298752","","ENST00000415170.5","BAG6-004","GL000252.2",2899531,2899543,"-","BAG6","ENSG00000227761"
"1165","ENST00000415177","utr_94195","","ENST00000415177.6","HBS1L-007","chr6",135054692,135054819,"-","HBS1L","ENSG00000112339"
"1166","ENST00000415345","utr_300054","","ENST00000415345.5","BAG6-001","GL000253.2",2957470,2957751,"-","BAG6","ENSG00000228760"
"1167","ENST00000415345","utr_300055","","ENST00000415345.5","BAG6-001","GL000253.2",2956810,2956822,"-","BAG6","ENSG00000228760"
"1168","ENST00000415373","utr_300048","","ENST00000415373.6","BAG6-003","GL000253.2",2957293,2957439,"-","BAG6","ENSG00000228760"
"1169","ENST00000415373","utr_300049","","ENST00000415373.6","BAG6-003","GL000253.2",2956810,2956822,"-","BAG6","ENSG00000228760"
"1170","ENST00000415400","utr_47313","","ENST00000415400.5","DHX30-011","chr3",47803107,47803212,"+","DHX30","ENSG00000132153"
"1171","ENST00000415400","utr_47314","","ENST00000415400.5","DHX30-011","chr3",47805326,47805420,"+","DHX30","ENSG00000132153"
"1172","ENST00000415400","utr_47315","","ENST00000415400.5","DHX30-011","chr3",47810657,47810683,"+","DHX30","ENSG00000132153"
"1173","ENST00000415447","utr_269842","","ENST00000415447.5","AP1B1-202","chr22",29423162,29423179,"-","AP1B1","ENSG00000100280"
"1174","ENST00000415562","utr_37666","","ENST00000415562.5","PPIL3-005","chr2",200887616,200887687,"-","PPIL3","ENSG00000240344"
"1175","ENST00000415585","utr_278435","","ENST00000415585.6","CSTF2-201","chrX",100820359,100820416,"+","CSTF2","ENSG00000101811"
"1176","ENST00000415597","utr_42870","","ENST00000415597.5","LMCD1-004","chr3",8501823,8501980,"+","LMCD1","ENSG00000071282"
"1177","ENST00000415597","utr_42871","","ENST00000415597.5","LMCD1-004","chr3",8514925,8514935,"+","LMCD1","ENSG00000071282"
"1178","ENST00000415609","utr_50961","","ENST00000415609.6","UBA3-006","chr3",69080354,69080381,"-","UBA3","ENSG00000144744"
"1179","ENST00000415770","utr_300073","","ENST00000415770.5","BAG6-014","GL000253.2",2956948,2957199,"-","BAG6","ENSG00000228760"
"1180","ENST00000415770","utr_300074","","ENST00000415770.5","BAG6-014","GL000253.2",2956810,2956822,"-","BAG6","ENSG00000228760"
"1181","ENST00000415783","utr_28115","","ENST00000415783.6","TIA1-002","chr2",70248431,70248660,"-","TIA1","ENSG00000116001"
"1182","ENST00000416001","utr_38282","","ENST00000416001.5","ABI2-003","chr2",203328391,203328514,"+","ABI2","ENSG00000138443"
"1183","ENST00000416081","utr_36411","","ENST00000416081.5","SSFA2-007","chr2",181893393,181893745,"+","SSFA2","ENSG00000138434"
"1184","ENST00000416081","utr_36412","","ENST00000416081.5","SSFA2-007","chr2",181896030,181896079,"+","SSFA2","ENSG00000138434"
"1185","ENST00000416081","utr_36413","","ENST00000416081.5","SSFA2-007","chr2",181896908,181896922,"+","SSFA2","ENSG00000138434"
"1186","ENST00000416094","utr_300067","","ENST00000416094.5","BAG6-018","GL000253.2",2956948,2956966,"-","BAG6","ENSG00000228760"
"1187","ENST00000416094","utr_300068","","ENST00000416094.5","BAG6-018","GL000253.2",2956810,2956822,"-","BAG6","ENSG00000228760"
"1188","ENST00000416108","utr_261746","","ENST00000416108.5","RBM39-043","chr20",35741488,35741626,"-","RBM39","ENSG00000131051"
"1189","ENST00000416108","utr_261747","","ENST00000416108.5","RBM39-043","chr20",35740875,35740887,"-","RBM39","ENSG00000131051"
"1190","ENST00000416149","utr_28128","","ENST00000416149.6","TIA1-004","chr2",70248431,70248454,"-","TIA1","ENSG00000116001"
"1191","ENST00000416529","utr_261768","","ENST00000416529.5","RBM39-024","chr20",35741941,35741979,"-","RBM39","ENSG00000131051"
"1192","ENST00000416529","utr_261769","","ENST00000416529.5","RBM39-024","chr20",35740875,35740887,"-","RBM39","ENSG00000131051"
"1193","ENST00000416614","utr_61680","","ENST00000416614.6","NOP14-004","chr4",2963320,2963385,"-","NOP14","ENSG00000087269"
"1194","ENST00000416728","utr_249834","","ENST00000416728.3","PAF1-002","chr19",39390828,39391117,"-","PAF1","ENSG00000006712"
"1195","ENST00000416755","utr_298775","","ENST00000416755.5","BAG6-016","GL000252.2",2899531,2899746,"-","BAG6","ENSG00000227761"
"1196","ENST00000416797","utr_297378","","ENST00000416797.5","BAG6-019","GL000251.2",3129714,3129735,"-","BAG6","ENSG00000229524"
"1197","ENST00000416797","utr_297379","","ENST00000416797.5","BAG6-019","GL000251.2",3129054,3129066,"-","BAG6","ENSG00000229524"
"1198","ENST00000416852","utr_301159","","ENST00000416852.5","BAG6-018","GL000254.2",2993768,2993786,"-","BAG6","ENSG00000234651"
"1199","ENST00000416852","utr_301160","","ENST00000416852.5","BAG6-018","GL000254.2",2993630,2993642,"-","BAG6","ENSG00000234651"
"1200","ENST00000416872","utr_49900","","ENST00000416872.6","ITIH3-002","chr3",52794796,52794803,"+","ITIH3","ENSG00000162267"
"1201","ENST00000416905","utr_270953","","ENST00000416905.1","MCM5-008","chr22",35400170,35400208,"+","MCM5","ENSG00000100297"
"1202","ENST00000416905","utr_270954","","ENST00000416905.1","MCM5-008","chr22",35400431,35400438,"+","MCM5","ENSG00000100297"
"1203","ENST00000416932","utr_296955","","ENST00000416932.2","ABCF1-004","GL000251.2",2051174,2051209,"+","ABCF1","ENSG00000236149"
"1204","ENST00000417037","utr_45599","","ENST00000417037.6","MYD88-201","chr3",38138478,38138661,"+","MYD88","ENSG00000172936"
"1205","ENST00000417144","utr_297345","","ENST00000417144.5","BAG6-001","GL000251.2",3129714,3129995,"-","BAG6","ENSG00000229524"
"1206","ENST00000417144","utr_297346","","ENST00000417144.5","BAG6-001","GL000251.2",3129054,3129066,"-","BAG6","ENSG00000229524"
"1207","ENST00000417391","utr_39121","","ENST00000417391.1","XRCC5-003","chr2",216109351,216109457,"+","XRCC5","ENSG00000079246"
"1208","ENST00000417391","utr_39122","","ENST00000417391.1","XRCC5-003","chr2",216110467,216110551,"+","XRCC5","ENSG00000079246"
"1209","ENST00000417391","utr_39123","","ENST00000417391.1","XRCC5-003","chr2",216113016,216113033,"+","XRCC5","ENSG00000079246"
"1210","ENST00000417419","utr_302533","","ENST00000417419.5","BAG6-007","GL000255.2",2908219,2908467,"-","BAG6","ENSG00000096155"
"1211","ENST00000417419","utr_302534","","ENST00000417419.5","BAG6-007","GL000255.2",2907575,2907587,"-","BAG6","ENSG00000096155"
"1212","ENST00000417824","utr_303836","","ENST00000417824.5","BAG6-010","GL000256.2",2951521,2951632,"-","BAG6","ENSG00000233348"
"1213","ENST00000417824","utr_303837","","ENST00000417824.5","BAG6-010","GL000256.2",2951038,2951050,"-","BAG6","ENSG00000233348"
"1214","ENST00000417864","utr_38304","","ENST00000417864.5","ABI2-006","chr2",203328407,203328514,"+","ABI2","ENSG00000138443"
"1215","ENST00000417938","utr_35230","","ENST00000417938.2","PPIG-009","chr2",169604040,169604041,"+","PPIG","ENSG00000138398"
"1216","ENST00000417952","utr_58866","","ENST00000417952.5","PSMD2-004","chr3",184299198,184299266,"+","PSMD2","ENSG00000175166"
"1217","ENST00000418359","utr_167258","","ENST00000418359.7","CNOT2-001","chr12",70243030,70243237,"+","CNOT2","ENSG00000111596"
"1218","ENST00000418359","utr_167259","","ENST00000418359.7","CNOT2-001","chr12",70243333,70243480,"+","CNOT2","ENSG00000111596"
"1219","ENST00000418359","utr_167260","","ENST00000418359.7","CNOT2-001","chr12",70278132,70278226,"+","CNOT2","ENSG00000111596"
"1220","ENST00000418458","utr_49815","","ENST00000418458.5","GNL3-001","chr3",52685920,52686092,"+","GNL3","ENSG00000163938"
"1221","ENST00000418483","utr_133183","","ENST00000418483.6","MICU1-004","chr10",72523860,72523953,"-","MICU1","ENSG00000107745"
"1222","ENST00000418552","utr_300804","","ENST00000418552.5","ABCF1-003","GL000254.2",1915479,1915533,"+","ABCF1","ENSG00000236342"
"1223","ENST00000418682","utr_43672","","ENST00000418682.5","ATG7-012","chr3",11272406,11272430,"+","ATG7","ENSG00000197548"
"1224","ENST00000418682","utr_43673","","ENST00000418682.5","ATG7-012","chr3",11298686,11298695,"+","ATG7","ENSG00000197548"
"1225","ENST00000418807","utr_28285","","ENST00000418807.7","NAGK-002","chr2",71068588,71068712,"+","NAGK","ENSG00000124357"
"1226","ENST00000418807","utr_28286","","ENST00000418807.7","NAGK-002","chr2",71070741,71070779,"+","NAGK","ENSG00000124357"
"1227","ENST00000418840","utr_302521","","ENST00000418840.5","BAG6-004","GL000255.2",2908332,2908497,"-","BAG6","ENSG00000096155"
"1228","ENST00000418840","utr_302522","","ENST00000418840.5","BAG6-004","GL000255.2",2907575,2907587,"-","BAG6","ENSG00000096155"
"1229","ENST00000418888","utr_35225","alternative_5_UTR","ENST00000418888.5","PPIG-006","chr2",169584568,169584899,"+","PPIG","ENSG00000138398"
"1230","ENST00000418888","utr_35226","alternative_5_UTR","ENST00000418888.5","PPIG-006","chr2",169604026,169604041,"+","PPIG","ENSG00000138398"
"1231","ENST00000418908","utr_37116","alternative_5_UTR","ENST00000418908.5","MYO1B-011","chr2",191245185,191245257,"+","MYO1B","ENSG00000128641"
"1232","ENST00000418908","utr_37117","alternative_5_UTR","ENST00000418908.5","MYO1B-011","chr2",191276887,191276895,"+","MYO1B","ENSG00000128641"
"1233","ENST00000419110","utr_281448","alternative_5_UTR","ENST00000419110.5","HMGB3-002","chrX",150980509,150980644,"+","HMGB3","ENSG00000029993"
"1234","ENST00000419110","utr_281449","alternative_5_UTR","ENST00000419110.5","HMGB3-002","chrX",150985595,150985599,"+","HMGB3","ENSG00000029993"
"1235","ENST00000419112","utr_43686","alternative_5_UTR","ENST00000419112.5","ATG7-006","chr3",11272423,11272709,"+","ATG7","ENSG00000197548"
"1236","ENST00000419112","utr_43687","alternative_5_UTR","ENST00000419112.5","ATG7-006","chr3",11298686,11298695,"+","ATG7","ENSG00000197548"
"1237","ENST00000419409","utr_300088","","ENST00000419409.5","BAG6-015","GL000253.2",2957107,2957161,"-","BAG6","ENSG00000228760"
"1238","ENST00000419409","utr_300089","","ENST00000419409.5","BAG6-015","GL000253.2",2956810,2956822,"-","BAG6","ENSG00000228760"
"1239","ENST00000419534","utr_42813","","ENST00000419534.2","ARL8B-005","chr3",5122296,5122465,"+","ARL8B","ENSG00000134108"
"1240","ENST00000419835","utr_90405","","ENST00000419835.7","MCM3-007","chr6",52284818,52284881,"-","MCM3","ENSG00000112118"
"1241","ENST00000419847","utr_303817","","ENST00000419847.5","BAG6-001","GL000256.2",2951702,2951983,"-","BAG6","ENSG00000233348"
"1242","ENST00000419847","utr_303818","","ENST00000419847.5","BAG6-001","GL000256.2",2951038,2951050,"-","BAG6","ENSG00000233348"
"1243","ENST00000419893","utr_298380","","ENST00000419893.6","ABCF1-001","GL000252.2",1827203,1827314,"+","ABCF1","ENSG00000232169"
"1244","ENST00000420075","utr_298757","","ENST00000420075.5","BAG6-013","GL000252.2",2899847,2899925,"-","BAG6","ENSG00000227761"
"1245","ENST00000420075","utr_298758","","ENST00000420075.5","BAG6-013","GL000252.2",2899531,2899543,"-","BAG6","ENSG00000227761"
"1246","ENST00000420098","utr_298776","","ENST00000420098.5","BAG6-015","GL000252.2",2899828,2899882,"-","BAG6","ENSG00000227761"
"1247","ENST00000420098","utr_298777","","ENST00000420098.5","BAG6-015","GL000252.2",2899531,2899543,"-","BAG6","ENSG00000227761"
"1248","ENST00000420104","utr_39300","alternative_5_UTR","ENST00000420104.5","ARPC2-016","chr2",218217141,218217254,"+","ARPC2","ENSG00000163466"
"1249","ENST00000420104","utr_39301","alternative_5_UTR","ENST00000420104.5","ARPC2-016","chr2",218217372,218217470,"+","ARPC2","ENSG00000163466"
"1250","ENST00000420115","utr_55014","","ENST00000420115.6","CDV3-003","chr3",133574457,133574592,"+","CDV3","ENSG00000091527"
"1251","ENST00000420115","utr_55015","","ENST00000420115.6","CDV3-003","chr3",133575039,133575104,"+","CDV3","ENSG00000091527"
"1252","ENST00000420201","utr_39302","","ENST00000420201.5","ARPC2-010","chr2",218217181,218217254,"+","ARPC2","ENSG00000163466"
"1253","ENST00000420201","utr_39303","","ENST00000420201.5","ARPC2-010","chr2",218217463,218217470,"+","ARPC2","ENSG00000163466"
"1254","ENST00000420257","utr_303529","","ENST00000420257.6","ABCF1-002","GL000256.2",1872150,1872244,"+","ABCF1","ENSG00000225989"
"1255","ENST00000420448","utr_37131","alternative_5_UTR","ENST00000420448.1","MYO1B-008","chr2",191263573,191263686,"+","MYO1B","ENSG00000128641"
"1256","ENST00000420448","utr_37132","alternative_5_UTR","ENST00000420448.1","MYO1B-008","chr2",191276887,191276895,"+","MYO1B","ENSG00000128641"
"1257","ENST00000420554","utr_179299","","ENST00000420554.6","GMPR2-001","chr14",24232901,24233199,"+","GMPR2","ENSG00000100938"
"1258","ENST00000420660","utr_39332","","ENST00000420660.5","AAMP-005","chr2",218269599,218269740,"-","AAMP","ENSG00000127837"
"1259","ENST00000420698","utr_172986","","ENST00000420698.5","NCOR2-004","chr12",124518140,124518294,"-","NCOR2","ENSG00000196498"
"1260","ENST00000420698","utr_172987","","ENST00000420698.5","NCOR2-004","chr12",124495252,124495368,"-","NCOR2","ENSG00000196498"
"1261","ENST00000420813","utr_26704","","ENST00000420813.5","MSH6-005","chr2",47783955,47784105,"+","MSH6","ENSG00000116062"
"1262","ENST00000420813","utr_26705","","ENST00000420813.5","MSH6-005","chr2",47790927,47790963,"+","MSH6","ENSG00000116062"
"1263","ENST00000420849","utr_268443","","ENST00000420849.5","MED15-024","chr22",20551313,20551332,"+","MED15","ENSG00000099917"
"1264","ENST00000420909","utr_101623","","ENST00000420909.1","HIP1-004","chr7",75611699,75611843,"-","HIP1","ENSG00000127946"
"1265","ENST00000420942","utr_301171","","ENST00000420942.5","BAG6-006","GL000254.2",2994272,2994539,"-","BAG6","ENSG00000234651"
"1266","ENST00000420942","utr_301172","","ENST00000420942.5","BAG6-006","GL000254.2",2993630,2993642,"-","BAG6","ENSG00000234651"
"1267","ENST00000421042","utr_299674","","ENST00000421042.6","ABCF1-002","GL000253.2",1881622,1881716,"+","ABCF1","ENSG00000231129"
"1268","ENST00000421097","utr_222816","","ENST00000421097.6","COASY-001","chr17",42562147,42562219,"+","COASY","ENSG00000068120"
"1269","ENST00000421097","utr_222817","","ENST00000421097.6","COASY-001","chr17",42562612,42562622,"+","COASY","ENSG00000068120"
"1270","ENST00000421106","utr_297364","","ENST00000421106.5","BAG6-010","GL000251.2",3129537,3129648,"-","BAG6","ENSG00000229524"
"1271","ENST00000421106","utr_297365","","ENST00000421106.5","BAG6-010","GL000251.2",3129054,3129066,"-","BAG6","ENSG00000229524"
"1272","ENST00000421126","utr_269844","alternative_5_UTR","ENST00000421126.5","AP1B1-003","chr22",29370513,29370659,"-","AP1B1","ENSG00000100280"
"1273","ENST00000421126","utr_269845","alternative_5_UTR","ENST00000421126.5","AP1B1-003","chr22",29367244,29367270,"-","AP1B1","ENSG00000100280"
"1274","ENST00000421340","utr_58813","","ENST00000421340.5","ABCF3-010","chr3",184186095,184186207,"+","ABCF3","ENSG00000161204"
"1275","ENST00000421354","utr_297358","","ENST00000421354.5","BAG6-005","GL000251.2",3129525,3129676,"-","BAG6","ENSG00000229524"
"1276","ENST00000421354","utr_297359","","ENST00000421354.5","BAG6-005","GL000251.2",3129054,3129066,"-","BAG6","ENSG00000229524"
"1277","ENST00000421608","utr_300805","","ENST00000421608.2","ABCF1-004","GL000254.2",1915498,1915533,"+","ABCF1","ENSG00000236342"
"1278","ENST00000421991","utr_302541","","ENST00000421991.5","BAG6-008","GL000255.2",2908332,2908464,"-","BAG6","ENSG00000096155"
"1279","ENST00000421991","utr_302542","","ENST00000421991.5","BAG6-008","GL000255.2",2907575,2907587,"-","BAG6","ENSG00000096155"
"1280","ENST00000422453","utr_54445","","ENST00000422453.6","CNBP-001","chr3",129183776,129183922,"-","CNBP","ENSG00000169714"
"1281","ENST00000422453","utr_54446","","ENST00000422453.6","CNBP-001","chr3",129171758,129171771,"-","CNBP","ENSG00000169714"
"1282","ENST00000422511","utr_38305","","ENST00000422511.6","ABI2-007","chr2",203328484,203328514,"+","ABI2","ENSG00000138443"
"1283","ENST00000422745","utr_103344","","ENST00000422745.5","ASNS-002","chr7",97872351,97872467,"-","ASNS","ENSG00000070669"
"1284","ENST00000422745","utr_103345","","ENST00000422745.5","ASNS-002","chr7",97869094,97869105,"-","ASNS","ENSG00000070669"
"1285","ENST00000422756","utr_298736","","ENST00000422756.6","BAG6-003","GL000252.2",2900014,2900164,"-","BAG6","ENSG00000227761"
"1286","ENST00000422756","utr_298737","","ENST00000422756.6","BAG6-003","GL000252.2",2899531,2899543,"-","BAG6","ENSG00000227761"
"1287","ENST00000422860","utr_297362","","ENST00000422860.5","BAG6-013","GL000251.2",3129370,3129448,"-","BAG6","ENSG00000229524"
"1288","ENST00000422860","utr_297363","","ENST00000422860.5","BAG6-013","GL000251.2",3129054,3129066,"-","BAG6","ENSG00000229524"
"1289","ENST00000422989","utr_251424","","ENST00000422989.5","IRGQ-201","chr19",43595982,43596135,"-","IRGQ","ENSG00000167378"
"1290","ENST00000422989","utr_251425","","ENST00000422989.5","IRGQ-201","chr19",43595339,43595340,"-","IRGQ","ENSG00000167378"
"1291","ENST00000423030","utr_296954","","ENST00000423030.5","ABCF1-003","GL000251.2",2051155,2051209,"+","ABCF1","ENSG00000236149"
"1292","ENST00000423116","utr_43688","alternative_5_UTR","ENST00000423116.1","ATG7-008","chr3",11277219,11277419,"+","ATG7","ENSG00000197548"
"1293","ENST00000423116","utr_43689","alternative_5_UTR","ENST00000423116.1","ATG7-008","chr3",11298686,11298695,"+","ATG7","ENSG00000197548"
"1294","ENST00000423247","utr_303527","","ENST00000423247.6","ABCF1-001","GL000256.2",1872133,1872244,"+","ABCF1","ENSG00000225989"
"1295","ENST00000423517","utr_102122","","ENST00000423517.6","PCLO-011","chr7",83162593,83162930,"-","PCLO","ENSG00000186472"
"1296","ENST00000423565","utr_107330","","ENST00000423565.5","WDR91-002","chr7",135210851,135210899,"-","WDR91","ENSG00000105875"
"1297","ENST00000424003","utr_302545","","ENST00000424003.5","BAG6-016","GL000255.2",2907575,2907790,"-","BAG6","ENSG00000096155"
"1298","ENST00000424176","utr_87169","","ENST00000424176.5","BAG6-011","chr6",31652235,31652323,"-","BAG6","ENSG00000204463"
"1299","ENST00000424176","utr_87170","","ENST00000424176.5","BAG6-011","chr6",31651764,31651776,"-","BAG6","ENSG00000204463"
"1300","ENST00000424221","utr_300083","","ENST00000424221.5","BAG6-008","GL000253.2",2957559,2957691,"-","BAG6","ENSG00000228760"
